Subject	Block	Stim.Arousal	Stim.Valence	StimuliList
77	33	4	4	5
77	34	3	2	31
77	35	2	4	42
77	36	3	4	9
77	37	3	2	43
77	38	3	3	23
77	39	3	3	15
77	40	3	2	27
77	41	4	2	36
77	42	3	2	18
77	43	2	3	26
77	44	3	2	32
77	45	3	3	19
78	1	4	2	35
78	2	3	3	43
78	3	3	3	10
78	4	3	3	21
78	5	3	3	12
78	6	3	3	3
78	7	3	3	18
78	8	3	3	30
78	9	3	3	34
78	10	3	2	37
78	11	3	3	32
78	12	3	3	40
78	13	3	3	23
78	14	3	2	38
78	15	3	3	33
78	16	3	3	27
78	17	3	3	8
78	18	3	3	17
78	19	3	3	22
78	20	3	3	1
78	21	3	3	31
78	22	3	3	6
78	23	3	3	15
78	24	3	3	16
78	25	3	3	45
78	26	3	3	19
78	27	3	3	36
78	28	3	3	29
78	29	3	3	4
78	30	3	3	41
78	31	3	3	2
78	32	3	3	7
78	33	3	3	26
78	34	3	3	13
78	35	3	3	14
78	36	3	3	5
78	37	3	3	28
78	38	3	3	44
78	39	3	3	39
78	40	3	3	42
78	41	3	3	9
78	42	3	3	24
78	43	3	3	25
78	44	3	3	20
78	45	3	3	11
80	1	3	2	29
80	2	3	3	18
80	3	3	4	12
80	4	3	3	17
80	5	3	3	45
80	6	4	3	22
80	7	4	4	3
80	8	3	3	16
80	9	3	3	7
80	10	4	4	10
80	11	3	2	26
80	12	5	2	36
80	13	3	3	43
80	14	3	3	9
80	15	4	1	33
80	16	4	1	19
80	17	3	3	14
80	18	3	3	39
80	19	3	3	6
80	20	3	3	25
80	21	3	4	20
80	22	3	3	8
80	23	2	2	32
80	24	3	4	13
80	25	3	3	27
80	26	3	3	42
80	27	4	3	1
80	28	5	1	35
80	29	3	2	34
80	30	3	3	15
80	31	3	2	23
80	32	2	2	38
80	33	3	3	21
80	34	3	3	41
80	35	3	2	37
80	36	3	3	11
80	37	2	2	31
80	38	2	2	40
80	39	3	4	5
80	40	4	5	2
80	41	3	3	24
80	42	2	2	30
80	43	2	4	4
80	44	3	3	44
80	45	2	4	28
81	1	3	3	13
81	2	4	1	33
81	3	4	1	36
81	4	3	3	31
81	5	3	3	23
81	6	3	3	15
81	7	3	3	22
81	8	3	3	43
81	9	4	3	27
81	10	3	2	34
81	11	3	3	7
81	12	3	3	20
81	13	1	3	37
81	14	3	3	24
81	15	3	3	18
81	16	3	3	40
81	17	3	3	1
81	18	3	3	26
81	19	3	3	45
81	20	3	3	11
81	21	2	3	41
81	22	3	4	10
81	23	3	3	29
81	24	4	1	3
81	25	4	1	4
81	26	2	3	8
81	27	5	1	35
81	28	3	3	12
81	29	3	3	42
81	30	3	3	19
81	31	3	3	16
81	32	3	3	39
81	33	3	3	17
81	34	2	2	28
81	35	3	3	6
81	36	2	3	44
81	37	3	3	25
81	38	3	3	9
81	39	3	3	30
81	40	1	3	38
81	41	3	3	5
81	42	3	3	21
81	43	3	3	2
81	44	2	3	32
81	45	3	3	14
82	1	3	3	8
82	2	3	2	38
82	3	3	2	29
82	4	3	3	22
82	5	3	4	14
82	6	3	4	6
82	7	2	3	12
82	8	3	3	20
82	9	3	4	7
82	10	3	2	32
82	11	4	4	1
82	12	2	2	31
82	13	3	3	18
82	14	4	2	36
82	15	3	3	19
82	16	3	4	9
82	17	3	2	34
82	18	4	2	28
82	19	3	3	44
82	20	3	4	10
82	21	3	3	25
82	22	3	3	26
82	23	2	4	45
82	24	3	3	39
82	25	3	3	43
82	26	3	2	33
82	27	2	3	41
82	28	3	3	16
82	29	3	3	15
82	30	3	3	21
82	31	3	4	5
82	32	3	4	3
82	33	3	4	4
82	34	3	3	42
82	35	2	3	30
82	36	4	4	2
82	37	3	2	40
82	38	3	3	17
82	39	3	3	23
82	40	3	2	37
82	41	3	3	11
82	42	4	2	35
82	43	3	3	24
82	44	3	3	13
82	45	4	2	27
83	1	2	2	24
83	2	4	5	7
83	3	3	2	40
83	4	2	2	28
83	5	2	5	4
83	6	3	4	11
83	7	5	2	36
83	8	3	4	16
83	9	3	2	44
83	10	2	4	9
83	11	2	5	3
83	12	4	2	32
83	13	2	4	45
83	14	5	5	1
83	15	3	4	42
83	16	4	1	33
83	17	2	4	19
83	18	3	4	39
83	19	3	4	15
83	20	5	4	12
83	21	5	2	38
83	22	3	4	43
83	23	2	5	6
83	24	2	1	30
83	25	2	3	27
83	26	4	5	2
83	27	1	4	13
83	28	4	4	14
83	29	3	4	20
83	30	2	2	23
83	31	4	5	5
83	32	2	5	10
83	33	3	2	8
83	34	1	2	29
83	35	5	1	35
83	36	5	2	31
83	37	2	4	26
83	38	1	4	18
83	39	1	4	17
83	40	4	2	41
83	41	5	1	37
83	42	2	2	25
83	43	5	2	34
83	44	3	4	22
83	45	3	4	21
84	1	3	3	2
84	2	3	4	27
84	3	3	3	25
84	4	3	2	41
84	5	3	2	18
84	6	3	2	32
84	7	3	2	37
84	8	3	2	5
84	9	2	2	22
84	10	2	2	26
84	11	2	2	35
84	12	2	2	6
84	13	2	2	29
84	14	2	2	4
84	15	2	3	10
84	16	2	3	19
84	17	2	1	36
84	18	2	4	9
84	19	2	3	12
84	20	3	2	33
84	21	3	3	13
84	22	2	2	31
84	23	2	2	44
84	24	2	3	8
84	25	2	2	23
84	26	2	2	40
84	27	2	1	3
84	28	2	3	14
84	29	2	3	30
84	30	2	3	16
84	31	2	3	28
84	32	2	3	24
84	33	2	4	7
84	34	2	2	38
84	35	2	3	20
84	36	2	3	42
84	37	2	2	45
84	38	2	2	15
84	39	2	3	39
84	40	2	3	43
84	41	2	2	1
84	42	2	2	11
84	43	2	3	21
84	44	2	3	17
84	45	2	1	34
85	1	3	4	17
85	2	3	2	30
85	3	5	2	38
85	4	2	3	45
85	5	3	3	40
85	6	3	4	22
85	7	3	3	23
85	8	4	2	35
85	9	3	4	10
85	10	3	4	29
85	11	2	3	9
85	12	3	4	42
85	13	3	3	16
85	14	4	2	41
85	15	5	5	2
85	16	5	2	33
85	17	5	3	12
85	18	3	3	25
85	19	3	4	20
85	20	5	1	37
85	21	3	4	11
85	22	3	3	21
85	23	3	3	8
85	24	3	4	14
85	25	3	3	24
85	26	3	5	7
85	27	3	2	34
85	28	3	4	3
85	29	4	3	44
85	30	3	3	15
85	31	3	5	1
85	32	3	3	28
85	33	3	4	13
85	34	3	5	6
85	35	3	3	18
85	36	5	2	36
85	37	3	5	5
85	38	3	3	43
85	39	3	2	32
85	40	3	3	26
85	41	3	2	31
85	42	2	3	27
85	43	3	3	39
85	44	4	4	4
85	45	3	3	19
86	1	2	4	4
86	2	2	4	16
86	3	2	2	30
86	4	2	3	19
86	5	2	3	15
86	6	2	3	43
86	7	2	4	1
86	8	3	2	36
86	9	3	4	3
86	10	3	3	27
86	11	3	3	23
86	12	2	3	20
86	13	2	3	22
86	14	2	2	40
86	15	2	2	29
86	16	2	2	28
86	17	2	2	38
86	18	2	1	35
86	19	2	2	31
86	20	3	1	34
86	21	2	2	44
86	22	3	3	12
86	23	2	2	45
86	24	2	3	7
86	25	3	5	9
86	26	3	3	42
86	27	3	2	39
86	28	3	3	21
86	29	3	2	32
86	30	2	2	13
86	31	2	2	25
86	32	3	4	2
86	33	3	4	10
86	34	3	3	41
86	35	2	4	18
86	36	2	1	33
86	37	2	1	37
86	38	2	3	14
86	39	2	3	24
86	40	2	3	8
86	41	2	3	17
86	42	2	3	11
86	43	2	4	5
86	44	2	4	26
86	45	2	4	6
87	1	2	4	24
87	2	3	3	18
87	3	1	4	19
87	4	2	5	13
87	5	2	5	23
87	6	2	2	11
87	7	1	2	32
87	8	2	4	9
87	9	2	2	30
87	10	1	4	14
87	11	1	1	38
87	12	3	3	44
87	13	1	1	28
87	14	2	4	16
87	15	2	5	10
87	16	2	5	20
87	17	2	5	45
87	18	3	3	43
87	19	4	2	36
87	20	4	2	37
87	21	2	4	21
87	22	1	5	5
87	23	1	5	6
87	24	3	3	22
87	25	3	4	40
87	26	3	3	15
87	27	2	4	4
87	28	3	3	42
87	29	2	5	39
87	30	2	5	17
87	31	2	5	29
87	32	2	3	8
87	33	4	2	34
87	34	3	4	3
87	35	2	3	12
87	36	1	5	1
87	37	4	2	35
87	38	2	5	26
87	39	2	3	27
87	40	3	3	41
87	41	3	2	2
87	42	4	2	31
87	43	3	3	25
87	44	1	5	7
87	45	4	1	33
88	1	3	3	26
88	2	4	4	7
88	3	3	3	13
88	4	2	4	10
88	5	2	4	8
88	6	3	3	25
88	7	3	3	21
88	8	3	3	17
88	9	4	2	44
88	10	3	3	15
88	11	3	3	43
88	12	4	4	2
88	13	4	5	1
88	14	3	3	45
88	15	3	3	22
88	16	3	3	24
88	17	3	4	3
88	18	3	3	31
88	19	2	3	14
88	20	3	3	39
88	21	2	2	28
88	22	3	3	18
88	23	3	3	12
88	24	4	2	34
88	25	4	1	35
88	26	3	3	23
88	27	3	3	42
88	28	4	1	36
88	29	3	3	19
88	30	2	4	41
88	31	3	4	4
88	32	3	2	40
88	33	3	3	20
88	34	4	4	5
88	35	3	3	27
88	36	2	2	30
88	37	3	3	16
88	38	3	4	9
88	39	3	3	11
88	40	4	2	38
88	41	2	2	29
88	42	3	3	32
88	43	2	4	6
88	44	4	2	33
88	45	3	2	37
89	1	2	4	11
89	2	2	4	17
89	3	3	5	26
89	4	4	5	2
89	5	2	2	22
89	6	2	4	24
89	7	4	2	37
89	8	4	2	27
89	9	5	1	33
89	10	2	4	23
89	11	2	4	19
89	12	2	5	7
89	13	2	2	14
89	14	5	1	35
89	15	4	1	28
89	16	4	2	38
89	17	5	1	36
89	18	2	4	8
89	19	2	4	21
89	20	4	5	5
89	21	4	4	10
89	22	2	4	44
89	23	2	4	16
89	24	4	5	1
89	25	5	1	34
89	26	3	3	25
89	27	2	2	40
89	28	4	2	31
89	29	4	4	3
89	30	2	4	39
89	31	4	4	12
89	32	4	5	4
89	33	2	4	20
89	34	4	2	32
89	35	2	5	9
89	36	4	2	30
89	37	2	4	43
89	38	2	4	15
89	39	2	4	18
89	40	2	4	45
89	41	4	5	6
89	42	2	1	13
89	43	2	4	41
89	44	2	4	42
89	45	2	2	29
90	1	3	4	18
90	2	2	2	27
90	3	2	4	7
90	4	3	3	32
90	5	3	1	37
90	6	2	3	14
90	7	3	2	8
90	8	3	3	19
90	9	4	4	45
90	10	2	4	6
90	11	2	3	20
90	12	1	1	30
90	13	1	2	29
90	14	3	3	16
90	15	3	5	5
90	16	3	4	9
90	17	3	3	23
90	18	3	4	13
90	19	3	3	25
90	20	2	2	44
90	21	2	2	42
90	22	2	4	1
90	23	4	2	34
90	24	3	3	24
90	25	2	2	38
90	26	3	2	22
90	27	4	4	2
90	28	3	2	40
90	29	4	1	35
90	30	3	2	28
90	31	3	3	39
90	32	2	1	33
90	33	3	2	41
90	34	3	3	3
90	35	3	4	4
90	36	4	1	36
90	37	3	3	43
90	38	3	3	26
90	39	3	4	17
90	40	3	4	15
90	41	3	3	21
90	42	3	4	10
90	43	2	2	31
90	44	3	4	11
90	45	4	4	12
91	1	2	4	24
91	2	4	2	40
91	3	4	5	2
91	4	3	3	44
91	5	4	4	45
91	6	4	2	29
91	7	4	5	14
91	8	4	5	4
91	9	4	2	12
91	10	2	3	41
91	11	3	3	43
91	12	3	3	25
91	13	4	2	35
91	14	4	2	32
91	15	4	2	31
91	16	3	4	18
91	17	3	2	11
91	18	2	2	10
91	19	2	3	13
91	20	2	3	30
91	21	3	3	16
91	22	3	4	7
91	23	3	3	39
91	24	2	3	23
91	25	3	3	19
91	26	3	4	20
91	27	3	3	27
91	28	3	3	42
91	29	3	4	8
91	30	3	2	28
91	31	2	2	9
91	32	4	4	26
91	33	3	4	22
91	34	4	4	1
91	35	4	2	37
91	36	3	4	6
91	37	3	2	36
91	38	4	1	38
91	39	4	1	34
91	40	2	2	21
91	41	3	4	5
91	42	3	3	3
91	43	3	3	15
91	44	4	3	17
91	45	3	2	33
92	1	2	3	38
92	2	3	2	37
92	3	2	2	40
92	4	3	3	25
92	5	3	4	39
92	6	4	4	11
92	7	3	2	42
92	8	3	3	26
92	9	3	4	18
92	10	3	3	31
92	11	2	4	43
92	12	3	4	17
92	13	4	3	2
92	14	3	3	20
92	15	5	5	10
92	16	4	5	4
92	17	2	3	27
92	18	3	3	45
92	19	2	3	44
92	20	3	4	12
92	21	2	3	28
92	22	4	5	9
92	23	4	3	33
92	24	3	3	32
92	25	4	5	13
92	26	2	3	8
92	27	4	2	35
92	28	3	3	24
92	29	3	3	30
92	30	3	3	29
92	31	5	4	1
92	32	3	3	21
92	33	2	3	36
92	34	3	5	7
92	35	3	4	15
92	36	3	5	6
92	37	3	5	3
92	38	4	5	14
92	39	2	4	41
92	40	2	3	22
92	41	3	3	23
92	42	3	3	16
92	43	5	5	5
92	44	4	3	34
92	45	3	4	19
93	1	4	4	1
93	2	3	4	3
93	3	3	3	21
93	4	3	3	25
93	5	4	1	36
93	6	3	3	12
93	7	5	1	33
93	8	3	4	10
93	9	2	3	8
93	10	3	1	31
93	11	2	4	14
93	12	2	3	22
93	13	3	3	16
93	14	3	4	9
93	15	3	3	32
93	16	1	3	18
93	17	1	3	19
93	18	2	2	34
93	19	3	4	26
93	20	1	1	29
93	21	1	3	42
93	22	1	2	27
93	23	4	4	11
93	24	2	4	17
93	25	2	1	37
93	26	2	3	13
93	27	3	3	39
93	28	2	4	20
93	29	2	4	24
93	30	2	1	28
93	31	2	2	44
93	32	4	4	2
93	33	3	4	5
93	34	2	3	23
93	35	2	3	15
93	36	4	3	4
93	37	1	3	30
93	38	2	1	38
93	39	3	3	45
93	40	5	1	35
93	41	3	3	41
93	42	4	5	7
93	43	2	3	40
93	44	2	5	6
93	45	1	3	43
94	1	4	3	10
94	2	3	3	21
94	3	5	2	36
94	4	3	4	12
94	5	3	3	40
94	6	2	3	29
94	7	3	4	5
94	8	3	3	17
94	9	3	3	8
94	10	2	4	2
94	11	2	2	30
94	12	3	3	22
94	13	3	3	27
94	14	3	3	18
94	15	4	3	4
94	16	2	3	15
94	17	3	3	42
94	18	3	2	34
94	19	4	1	35
94	20	3	3	11
94	21	3	3	32
94	22	3	3	20
94	23	5	1	38
94	24	3	3	19
94	25	3	4	6
94	26	4	4	1
94	27	4	1	33
94	28	2	4	7
94	29	3	3	45
94	30	2	3	16
94	31	2	3	3
94	32	3	3	39
94	33	3	3	24
94	34	2	3	43
94	35	3	1	37
94	36	3	3	26
94	37	3	3	25
94	38	3	2	28
94	39	2	3	14
94	40	3	3	13
94	41	2	2	44
94	42	2	3	41
94	43	3	3	31
94	44	3	3	23
94	45	3	4	9
95	1	3	2	17
95	2	3	2	44
95	3	2	2	29
95	4	3	4	25
95	5	4	4	7
95	6	4	3	3
95	7	3	2	21
95	8	3	3	13
95	9	2	3	31
95	10	4	2	12
95	11	4	2	33
95	12	3	5	6
95	13	3	4	23
95	14	3	5	5
95	15	3	4	10
95	16	2	4	27
95	17	2	3	28
95	18	4	3	39
95	19	4	2	35
95	20	2	2	40
95	21	3	3	19
95	22	3	3	16
95	23	3	4	26
95	24	3	2	38
95	25	4	4	4
95	26	3	3	14
95	27	4	4	1
95	28	3	3	22
95	29	3	3	20
95	30	4	2	34
95	31	3	3	11
95	32	3	3	41
95	33	4	4	2
95	34	2	3	42
95	35	4	4	9
95	36	3	3	45
95	37	3	3	24
95	38	3	2	36
95	39	3	2	37
95	40	3	2	32
95	41	3	3	8
95	42	2	2	30
95	43	4	3	18
95	44	3	3	15
95	45	3	3	43
96	1	4	4	2
96	2	3	3	22
96	3	3	3	15
96	4	4	2	28
96	5	3	2	40
96	6	4	1	36
96	7	3	3	43
96	8	2	2	29
96	9	3	3	12
96	10	3	4	1
96	11	5	2	38
96	12	5	1	37
96	13	4	4	4
96	14	3	4	26
96	15	3	3	25
96	16	2	3	27
96	17	3	3	21
96	18	3	3	44
96	19	3	4	41
96	20	3	4	5
96	21	3	3	24
96	22	3	4	17
96	23	3	4	7
96	24	2	4	10
96	25	4	1	33
96	26	1	4	14
96	27	4	2	3
96	28	3	3	11
96	29	2	5	9
96	30	3	3	19
96	31	3	2	32
96	32	3	4	6
96	33	2	2	30
96	34	3	3	42
96	35	3	3	18
96	36	4	2	34
96	37	3	4	13
96	38	3	3	23
96	39	4	2	35
96	40	3	3	16
96	41	3	3	8
96	42	3	3	45
96	43	2	2	20
96	44	3	3	39
96	45	2	2	31
1	1	2	4	23
1	2	2	3	32
1	3	2	3	31
1	4	2	4	3
1	5	1	4	14
1	6	4	4	4
1	7	2	1	37
1	8	3	4	9
1	9	4	4	5
1	10	3	3	39
1	11	3	4	28
1	12	2	4	8
1	13	1	2	30
1	14	4	1	35
1	15	4	5	6
1	16	3	3	24
1	17	4	4	1
1	18	3	4	7
1	19	2	3	17
1	20	2	2	33
1	21	3	3	11
1	22	3	4	26
1	23	3	3	27
1	24	3	2	40
1	25	2	3	22
1	26	4	1	36
1	27	4	1	34
1	28	2	3	20
1	29	3	3	44
1	30	3	4	12
1	31	1	2	29
1	32	3	3	16
1	33	3	5	2
1	34	2	4	25
1	35	2	1	38
1	36	3	3	21
1	37	2	4	13
1	38	3	4	43
1	39	3	3	42
1	40	2	3	19
1	41	2	3	15
1	42	3	3	18
1	43	2	3	45
1	44	3	2	41
1	45	2	4	10
10	1	1	2	10
10	2	1	2	30
10	3	5	1	35
10	4	2	5	4
10	5	1	2	21
10	6	2	3	45
10	7	2	3	18
10	8	4	1	38
10	9	2	4	26
10	10	2	3	23
10	11	2	2	8
10	12	4	1	12
10	13	4	1	37
10	14	2	3	42
10	15	2	2	34
10	16	2	4	44
10	17	4	1	36
10	18	2	2	15
10	19	2	1	32
10	20	3	4	7
10	21	2	4	41
10	22	3	3	16
10	23	3	2	14
10	24	3	1	28
10	25	2	2	25
10	26	2	2	39
10	27	2	3	2
10	28	2	4	24
10	29	1	4	40
10	30	1	2	9
10	31	1	2	19
10	32	5	1	33
10	33	1	2	3
10	34	4	1	31
10	35	2	4	20
10	36	1	3	43
10	37	2	2	29
10	38	2	2	27
10	39	2	2	17
10	40	2	1	22
10	41	4	5	1
10	42	4	5	6
10	43	3	4	5
10	44	2	1	11
10	45	3	5	13
11	1	3	4	28
11	2	4	2	38
11	3	3	3	45
11	4	3	2	43
11	5	3	4	10
11	6	3	3	17
11	7	2	2	12
11	8	3	4	9
11	9	1	2	30
11	10	5	5	4
11	11	3	3	23
11	12	3	3	25
11	13	4	2	37
11	14	1	2	29
11	15	4	4	3
11	16	5	1	36
11	17	2	4	44
11	18	3	3	21
11	19	2	2	40
11	20	3	3	41
11	21	3	3	24
11	22	3	4	31
11	23	3	4	32
11	24	2	4	1
11	25	2	5	13
11	26	3	2	35
11	27	3	3	19
11	28	3	3	22
11	29	3	4	2
11	30	3	3	42
11	31	3	4	18
11	32	3	5	26
11	33	4	2	34
11	34	3	3	16
11	35	3	2	20
11	36	3	3	39
11	37	3	3	8
11	38	3	4	14
11	39	3	3	7
11	40	3	5	6
11	41	4	2	33
11	42	3	5	5
11	43	3	3	15
11	44	3	4	27
11	45	3	3	11
12	1	2	4	10
12	2	3	3	31
12	3	2	3	11
12	4	3	4	3
12	5	2	3	43
12	6	3	3	21
12	7	2	2	40
12	8	3	3	25
12	9	2	3	7
12	10	3	2	34
12	11	2	3	17
12	12	2	3	22
12	13	2	3	16
12	14	3	3	5
12	15	3	2	38
12	16	2	3	20
12	17	2	3	19
12	18	4	2	36
12	19	4	2	35
12	20	2	3	15
12	21	2	3	18
12	22	2	3	23
12	23	3	3	13
12	24	1	3	30
12	25	4	3	39
12	26	3	3	32
12	27	2	3	8
12	28	2	3	24
12	29	2	2	37
12	30	2	3	41
12	31	2	2	28
12	32	4	3	4
12	33	3	3	9
12	34	3	2	33
12	35	2	3	44
12	36	2	3	45
12	37	3	3	14
12	38	2	3	42
12	39	3	3	12
12	40	2	3	27
12	41	2	3	6
12	42	3	3	2
12	43	2	2	29
12	44	2	3	1
12	45	2	3	26
13	1	4	4	7
13	2	3	2	31
13	3	4	4	4
13	4	4	2	37
13	5	2	3	41
13	6	3	3	21
13	7	3	4	10
13	8	3	3	13
13	9	2	3	39
13	10	2	2	12
13	11	2	4	45
13	12	3	2	35
13	13	3	3	15
13	14	2	2	29
13	15	2	3	26
13	16	4	3	27
13	17	2	2	40
13	18	3	3	23
13	19	3	3	18
13	20	4	2	28
13	21	3	4	22
13	22	3	2	44
13	23	3	3	17
13	24	2	3	32
13	25	2	4	9
13	26	2	3	25
13	27	3	5	5
13	28	2	2	30
13	29	3	3	16
13	30	3	3	19
13	31	3	4	11
13	32	4	2	36
13	33	4	3	42
13	34	4	4	34
13	35	3	3	14
13	36	3	5	6
13	37	3	2	38
13	38	4	4	33
13	39	4	5	1
13	40	3	4	8
13	41	3	4	2
13	42	3	3	3
13	43	2	3	43
13	44	2	3	24
13	45	2	3	20
14	1	2	4	6
14	2	3	5	10
14	3	3	3	15
14	4	2	3	37
14	5	2	4	5
14	6	3	2	28
14	7	4	1	36
14	8	2	2	29
14	9	2	3	23
14	10	3	2	33
14	11	3	2	34
14	12	3	2	8
14	13	2	4	17
14	14	2	3	39
14	15	2	3	7
14	16	3	4	18
14	17	3	3	42
14	18	3	4	13
14	19	3	2	44
14	20	3	3	2
14	21	3	4	25
14	22	3	4	45
14	23	3	3	41
14	24	2	3	20
14	25	3	2	26
14	26	2	2	12
14	27	4	2	38
14	28	4	4	14
14	29	4	2	31
14	30	3	2	30
14	31	2	2	40
14	32	3	3	32
14	33	2	3	24
14	34	3	4	43
14	35	3	4	9
14	36	3	4	4
14	37	3	4	16
14	38	2	2	22
14	39	2	2	27
14	40	3	3	11
14	41	3	4	21
14	42	2	3	19
14	43	2	4	3
14	44	3	3	1
14	45	5	1	35
15	1	3	3	18
15	2	3	3	21
15	3	3	2	12
15	4	3	4	17
15	5	3	3	19
15	6	2	2	38
15	7	2	2	41
15	8	3	3	24
15	9	4	4	9
15	10	3	4	26
15	11	4	5	4
15	12	3	2	32
15	13	3	5	14
15	14	3	3	42
15	15	2	1	35
15	16	3	5	45
15	17	4	4	11
15	18	2	2	27
15	19	3	3	39
15	20	2	2	33
15	21	4	4	1
15	22	1	1	36
15	23	3	4	8
15	24	3	2	29
15	25	2	5	10
15	26	3	3	25
15	27	4	4	6
15	28	3	2	31
15	29	3	4	15
15	30	4	5	13
15	31	3	3	16
15	32	3	3	23
15	33	4	4	7
15	34	4	5	3
15	35	3	3	44
15	36	3	2	28
15	37	3	4	20
15	38	3	4	22
15	39	3	4	2
15	40	2	2	34
15	41	2	2	40
15	42	2	1	30
15	43	3	1	37
15	44	4	5	5
15	45	3	3	43
16	1	3	2	31
16	2	4	2	34
16	3	3	3	42
16	4	3	4	3
16	5	1	1	37
16	6	3	3	19
16	7	3	4	15
16	8	3	1	4
16	9	2	2	27
16	10	2	4	1
16	11	3	3	18
16	12	3	2	12
16	13	3	4	10
16	14	4	4	6
16	15	3	3	25
16	16	3	3	14
16	17	3	4	7
16	18	2	2	30
16	19	5	1	35
16	20	4	4	26
16	21	2	3	44
16	22	3	3	21
16	23	3	3	8
16	24	2	2	29
16	25	3	4	2
16	26	2	3	32
16	27	3	4	9
16	28	1	1	38
16	29	3	3	17
16	30	3	3	24
16	31	2	3	41
16	32	2	4	13
16	33	2	2	39
16	34	3	2	28
16	35	4	5	45
16	36	5	1	33
16	37	2	1	40
16	38	3	4	43
16	39	3	3	20
16	40	2	4	5
16	41	3	3	23
16	42	3	3	16
16	43	5	1	36
16	44	3	3	11
16	45	3	4	22
17	1	3	3	17
17	2	3	4	42
17	3	3	3	23
17	4	4	5	6
17	5	4	1	36
17	6	4	4	12
17	7	3	3	43
17	8	2	5	10
17	9	2	1	30
17	10	3	3	25
17	11	4	4	2
17	12	3	4	26
17	13	3	4	39
17	14	2	4	19
17	15	2	3	18
17	16	2	3	8
17	17	4	4	11
17	18	4	4	9
17	19	2	2	37
17	20	1	2	29
17	21	4	1	35
17	22	3	4	20
17	23	2	2	27
17	24	2	3	45
17	25	4	5	7
17	26	2	4	21
17	27	2	3	22
17	28	2	2	44
17	29	4	5	1
17	30	4	2	38
17	31	3	4	15
17	32	2	2	41
17	33	4	1	33
17	34	2	2	28
17	35	2	5	5
17	36	4	4	3
17	37	2	2	40
17	38	3	3	24
17	39	2	4	13
17	40	4	2	34
17	41	5	4	4
17	42	3	3	16
17	43	4	4	31
17	44	2	5	14
17	45	3	4	32
18	1	2	2	31
18	2	3	3	18
18	3	2	3	14
18	4	3	3	20
18	5	3	3	17
18	6	2	2	44
18	7	3	3	39
18	8	3	3	19
18	9	3	2	28
18	10	2	3	22
18	11	3	3	16
18	12	2	3	29
18	13	3	3	43
18	14	2	4	26
18	15	3	2	37
18	16	3	2	34
18	17	3	4	4
18	18	3	3	45
18	19	3	4	3
18	20	4	4	6
18	21	2	3	40
18	22	3	3	11
18	23	4	4	7
18	24	3	3	12
18	25	3	4	10
18	26	3	3	25
18	27	3	3	21
18	28	3	1	36
18	29	3	3	8
18	30	3	3	42
18	31	3	4	9
18	32	4	4	2
18	33	3	3	41
18	34	3	3	15
18	35	3	3	23
18	36	3	3	27
18	37	2	3	32
18	38	2	2	30
18	39	3	3	24
18	40	2	4	13
18	41	4	4	1
18	42	3	2	33
18	43	3	2	38
18	44	3	2	35
18	45	4	4	5
19	1	4	5	7
19	2	2	3	8
19	3	3	3	37
19	4	2	3	18
19	5	3	4	4
19	6	3	3	25
19	7	4	4	2
19	8	3	3	21
19	9	2	2	38
19	10	3	4	11
19	11	3	4	39
19	12	3	3	24
19	13	2	4	5
19	14	2	3	30
19	15	2	1	33
19	16	2	3	22
19	17	3	3	45
19	18	3	3	41
19	19	3	3	27
19	20	2	2	28
19	21	3	4	6
19	22	3	3	26
19	23	2	1	34
19	24	3	3	9
19	25	3	3	20
19	26	3	3	32
19	27	3	3	15
19	28	2	1	36
19	29	3	2	44
19	30	3	3	42
19	31	3	3	43
19	32	3	4	14
19	33	2	4	3
19	34	3	3	13
19	35	3	3	23
19	36	4	4	1
19	37	3	3	16
19	38	3	3	12
19	39	3	4	10
19	40	2	1	35
19	41	3	3	40
19	42	1	1	29
19	43	2	3	31
19	44	3	3	17
19	45	3	3	19
2	1	3	3	32
2	2	2	3	15
2	3	2	3	39
2	4	2	4	9
2	5	2	3	20
2	6	3	4	2
2	7	2	3	43
2	8	2	3	3
2	9	2	3	19
2	10	3	3	11
2	11	3	3	44
2	12	1	4	14
2	13	3	4	5
2	14	2	3	18
2	15	2	4	26
2	16	2	4	13
2	17	3	4	6
2	18	3	2	38
2	19	4	2	34
2	20	3	3	28
2	21	3	3	7
2	22	3	4	10
2	23	3	2	33
2	24	3	3	21
2	25	2	3	29
2	26	3	4	4
2	27	3	3	24
2	28	3	3	30
2	29	3	3	8
2	30	3	2	12
2	31	2	4	22
2	32	2	3	40
2	33	2	2	36
2	34	3	2	37
2	35	3	2	31
2	36	3	3	23
2	37	3	3	17
2	38	3	3	41
2	39	3	3	42
2	40	3	4	1
2	41	3	1	35
2	42	3	3	16
2	43	3	3	25
2	44	2	3	27
2	45	2	3	45
20	1	5	1	36
20	2	2	4	11
20	3	2	1	15
20	4	5	2	33
20	5	5	5	3
20	6	5	4	6
20	7	1	1	40
20	8	1	1	12
20	9	2	1	16
20	10	2	5	13
20	11	2	1	25
20	12	1	4	10
20	13	4	2	32
20	14	1	1	45
20	15	1	5	14
20	16	1	2	27
20	17	1	2	28
20	18	1	2	43
20	19	5	1	35
20	20	1	4	20
20	21	1	1	18
20	22	5	2	29
20	23	5	4	4
20	24	2	1	19
20	25	2	1	23
20	26	5	5	2
20	27	1	5	8
20	28	1	2	41
20	29	1	4	17
20	30	5	2	30
20	31	1	1	44
20	32	1	2	42
20	33	5	1	34
20	34	1	5	26
